index,energy,energy_per_particle,separation,force_rms,force_max,torque_rms,torque_max,net_force_norm,force_pair_residual_norm,torque_balance_residual_norm,quaternion_norm_error_max,split_random,split_ood
54,-0.004641700564617741,-0.0023208502823088705,2.8497667392211063,0.011562323393836841,0.01444361,0.0024303443978340466,0.00392465,0.0,0.0,6.448153605430923e-09,5.305561101565104e-09,train,valid
55,-0.013837380370107967,-0.006918690185053983,2.6787598451681296,0.04227380083964614,0.05570665,0.016537653658788277,0.02978504,0.0,0.0,7.190690896627635e-09,4.4820677169710166e-09,train,train
56,-0.005053573654586093,-0.0025267868272930466,2.8830933361206106,0.012795389641076457,0.01408662,0.002768047454289756,0.00485281,0.0,0.0,1.2729383865177299e-08,3.3075404637372685e-09,train,train
57,-0.05161774010248125,-0.025808870051240624,2.497792508522066,0.19218406932369161,0.24730897,0.06713683852058024,0.10124893,0.0,0.0,1.6177447231686384e-08,2.686294742204609e-09,valid,test_ood_short_range
58,-0.00910096114425843,-0.004550480572129215,3.007835038645478,0.026180279716476802,0.03252494,0.0076000090087501426,0.01342217,0.0,0.0,1.0666645945791658e-08,1.0614034096079195e-09,train,train
59,-0.00987672256251618,-0.00493836128125809,2.8090036284742057,0.02846072871547389,0.03463748,0.009199156977841322,0.01644698,0.0,0.0,1.1335117304028857e-08,3.5212484039703895e-09,train,train
60,-0.010854910869447837,-0.005427455434723919,2.761971000156184,0.0319908959490936,0.04137584,0.009333139764551369,0.01492669,0.0,0.0,1.606843093218127e-08,5.0281584451639105e-09,train,train
61,-0.005313259210572113,-0.0026566296052860567,3.107066552231664,0.013978172112769251,0.01726279,0.005932091206011025,0.00759953,0.0,0.0,1.173536514147427e-08,6.151435361090307e-09,train,train
62,-0.0127410105093283,-0.00637050525466415,3.0221650891887566,0.03948154208281215,0.04707145,0.020089902137722906,0.02627791,0.0,0.0,1.2729144535616661e-08,4.621488303158117e-09,valid,train
63,-0.03732489468412048,-0.01866244734206024,2.5945098317800723,0.13498122104412832,0.15798933,0.05058609678491908,0.08067351,0.0,0.0,8.814351369008272e-09,1.2999945564473592e-09,test,test_ood_short_range
64,-0.006779006486657015,-0.0033895032433285074,2.8962810549736373,0.018415306439051364,0.02279715,0.005148835205209038,0.00811725,0.0,0.0,8.854756472273588e-09,2.2625894491312692e-09,train,train
65,-0.007060117436140716,-0.003530058718070358,2.700949002684679,0.01889464678419437,0.02216518,0.0035571967593434205,0.0070783,0.0,0.0,1.4715112090094199e-08,5.752895493316146e-09,train,valid
66,-0.005205849877073726,-0.002602924938536863,3.2462406093911067,0.013487314428150625,0.01484649,0.004167929182641743,0.00609763,0.0,0.0,7.707760282618561e-09,3.3619913519800093e-09,test,train
67,-0.003736235886293435,-0.0018681179431467175,2.9998278580367135,0.008975264529340254,0.009994,0.0016946544273931878,0.00304495,0.0,0.0,1.3830128139519166e-08,3.653176428031202e-09,train,train
68,-0.008418403615055543,-0.004209201807527771,3.126777260486496,0.02397101491565595,0.02965051,0.010732152201192764,0.01557995,0.0,0.0,2.2980434868849883e-08,3.354694300128358e-09,test,train
69,-0.008669663545355744,-0.004334831772677872,2.840030512408834,0.024215204680753784,0.0281315,0.006770162976935391,0.00933829,0.0,0.0,1.1941357159354501e-08,5.825526727676333e-09,train,train
70,-0.023482058250108764,-0.011741029125054382,2.849953167248008,0.07661935401327503,0.08926865,0.012303760235615642,0.02226695,0.0,0.0,1.2822922457046533e-08,3.2070750499713085e-09,train,train
71,-0.020915523815294778,-0.010457761907647389,2.563977345516853,0.06873516505553301,0.09947606,0.02090272961518583,0.03982069,0.0,0.0,1.1300850487755391e-08,8.804836859610532e-10,train,test_ood_short_range
72,-0.006750036209692698,-0.003375018104846349,2.9525365862981707,0.018245374317061847,0.02070241,0.005164311173559355,0.00635504,0.0,0.0,1.1211651515740457e-08,4.525773866781435e-09,test,train
73,-0.004347122187166005,-0.0021735610935830025,3.0317152314201854,0.010860138834597527,0.01384593,0.003520646334877068,0.00700781,0.0,0.0,1.1899834666052856e-08,1.3975556267808997e-09,train,valid
74,-0.007515419892805315,-0.0037577099464026573,2.9210392396471714,0.020697960515965494,0.02225891,0.007653768351981918,0.01259712,0.0,0.0,1.3934312230101147e-08,4.469745684687609e-09,test,valid
75,-0.031212685553257586,-0.015606342776628793,2.8638064037254005,0.1089287992922432,0.14644417,0.03710652612933763,0.0573324,0.0,0.0,9.80894536817788e-09,2.7514097666880843e-09,train,train
76,-0.01183190051668503,-0.005915950258342515,2.5859583594364812,0.034952192689910976,0.04517032,0.0050616864004400745,0.00896109,0.0,0.0,1.1997801835190911e-08,2.328619852498548e-09,test,test_ood_short_range
77,-0.015181949090013608,-0.007590974545006804,2.838901115511932,0.047211527226231516,0.06406484,0.015437693650281227,0.02265455,0.0,0.0,1.7376900743537467e-08,4.6236687811784805e-09,train,train
78,-0.0239123475721814,-0.0119561737860907,2.5300220763650207,0.07853880287974707,0.0896871,0.016380100775677482,0.02515316,0.0,0.0,1.0890714138466717e-08,2.9069948670468193e-09,train,test_ood_short_range
79,-0.00774843753454127,-0.003874218767270635,2.758542771515766,0.021256358392483413,0.02871035,0.006005450955253069,0.00867477,0.0,0.0,1.2379312879377734e-08,3.304806761583734e-09,test,train
80,-0.01997285653079611,-0.009986428265398055,2.5910476122551076,0.0647126468363274,0.08717403,0.01639277847496421,0.02235924,0.0,0.0,2.2732606908270247e-09,3.254349567605175e-09,train,test_ood_short_range
81,-0.006564094320619464,-0.003282047160309732,2.991911534303261,0.017696095179371256,0.02042034,0.006748111903984699,0.01323439,0.0,0.0,7.197220223151047e-09,2.480619931688466e-09,train,train
82,-0.006605288410883558,-0.003302644205441779,2.67564868357607,0.017482532946290517,0.0200994,0.0022824822102775156,0.00309403,0.0,0.0,1.3433254125914884e-08,3.462465314463259e-09,test,unused
83,-0.023963374035744826,-0.011981687017872413,2.902790936661233,0.080816214133651,0.11110392,0.03310851286102765,0.04657724,0.0,0.0,2.1066939426229973e-08,5.522882595698775e-09,train,train
84,-0.01085409911926393,-0.005427049559631965,3.004724974446476,0.03114239312159231,0.03957463,0.0069666198537884924,0.01156532,0.0,0.0,1.677627462597881e-08,3.39491690315441e-09,valid,train
85,-0.008018270532451955,-0.0040091352662259775,2.710683360079779,0.022070084010589238,0.02434348,0.007151492027495615,0.01093877,0.0,0.0,2.035235149770329e-08,1.0822311935498874e-09,train,train
86,-0.006700123038421012,-0.003350061519210506,2.976868792522361,0.018134361100041543,0.02084038,0.005706961333685671,0.00866647,0.0,0.0,2.050385330190506e-08,2.0881492091007203e-09,train,train
87,-0.012440497831596087,-0.006220248915798044,2.776308446628934,0.037577009196052315,0.04631414,0.012004019161146262,0.02115969,0.0,0.0,1.3710254616680861e-08,5.014171189365868e-09,train,valid
88,-0.024581393361355296,-0.012290696680677648,2.6937752345512695,0.08286805357023316,0.11652381,0.024227578324452215,0.03665558,0.0,0.0,4.2454495356393665e-09,3.0762954406071685e-09,train,train
89,-0.06258794470444155,-0.03129397235222078,2.37417523204393,0.24752879576214232,0.39313585,0.09374305400695483,0.14449381,0.0,0.0,8.422681992537651e-09,5.6599303022153435e-09,train,test_ood_short_range
90,-0.01936350729597652,-0.00968175364798826,3.1045692115610435,0.062002800387201865,0.07586054,0.01864576755376226,0.02773977,0.0,0.0,1.4049397268437256e-08,7.471446794582448e-10,train,train
91,-0.01740593106069229,-0.008702965530346145,2.627639647860552,0.05488249018632051,0.08189093,0.0175014737903212,0.0277391,0.0,0.0,1.470514227326395e-08,2.010194455337455e-09,train,train
92,-0.011460104141578218,-0.005730052070789109,3.0525812171453075,0.03336409156721539,0.03820361,0.010369193614690264,0.01694669,0.0,0.0,1.9341100459326968e-08,1.6199415142637008e-09,train,train
93,-0.006598099610216753,-0.0032990498051083763,3.0476840321785716,0.017922350994928095,0.0205042,0.0070863388259676564,0.01233851,0.0,0.0,1.2761844757492984e-08,3.201965137478169e-09,test,train
94,-0.020696811362021127,-0.010348405681010564,2.7626575965190776,0.06801616837707243,0.09291536,0.026118934164290026,0.04252836,0.0,0.0,8.518843174363472e-09,8.85649553694634e-10,valid,train
95,-0.002443983993673795,-0.0012219919968368975,3.4071864912986554,0.005601883092707903,0.00573581,0.0023886124695556344,0.00333205,0.0,0.0,1.9219650790277925e-08,4.559377320134672e-09,valid,valid
96,-0.011983322864236078,-0.005991661432118039,3.0221065227413644,0.03651915893712094,0.05180099,0.01722777594763323,0.02953002,0.0,0.0,1.1182523521068888e-08,4.6836754474810505e-09,train,train
97,-0.012199729683489938,-0.006099864841744969,2.9712577561658233,0.03642215027910809,0.03768925,0.01310288017720913,0.02172314,0.0,0.0,1.4278515296845612e-08,4.91486951137432e-09,test,train
98,-0.039438397924045764,-0.019719198962022882,2.645214600472263,0.14168360641780287,0.18602481,0.05571435427226572,0.09577937,0.0,0.0,6.579944931043345e-09,4.106069928511147e-09,train,train
99,-0.011166656794043226,-0.005583328397021613,2.916052129742701,0.032453657150453785,0.03655924,0.01003620103534533,0.016638,0.0,0.0,6.205343299653243e-09,8.066236567572105e-10,train,train
100,-0.005205058806622995,-0.0026025294033114976,3.1334288732449562,0.013462849662348607,0.01421161,0.004210533113215396,0.006685,0.0,0.0,9.068904507082292e-09,1.38308653419017e-09,train,train
101,-0.02555560095136598,-0.01277780047568299,2.8954592577783056,0.08527358774797915,0.0964147,0.032528484650578435,0.04590259,0.0,0.0,1.938155147772603e-08,2.426974621272393e-09,train,train
102,-0.016030760914114386,-0.008015380457057193,2.864754829669303,0.05026244357494005,0.05856304,0.022571848990402845,0.03272967,0.0,0.0,1.4877202952626696e-08,4.4803547538663224e-09,test,train
103,-0.007074701612709891,-0.0035373508063549454,3.2993265382427643,0.019346565597676505,0.02324434,0.005583367571482584,0.00949438,0.0,0.0,6.299207331995825e-09,2.4045261337590773e-09,train,train
104,-0.015931170549047344,-0.007965585274523672,2.8418618928270885,0.05109369609266261,0.06790872,0.025300777211897066,0.03989781,0.0,0.0,1.4604970889009893e-08,4.466081726661741e-09,train,train
105,-0.007102872859002331,-0.0035514364295011654,2.9266006030800895,0.01943540346938545,0.02487298,0.005647016974944972,0.00987303,0.0,0.0,1.3753831064727733e-08,1.900521295894464e-09,train,train
106,-0.006138329965516859,-0.0030691649827584294,3.3691051371053153,0.016357679225182484,0.01777907,0.00506423311240705,0.00738492,0.0,0.0,1.7183939175267932e-08,5.968845417925195e-10,train,valid
107,-0.007014561232914373,-0.0035072806164571863,2.9795876663050476,0.019005749772153163,0.02225477,0.005697045844312647,0.01036231,0.0,0.0,1.5606064396914985e-08,1.1058908233607667e-09,valid,train
108,-0.013629031449735584,-0.006814515724867792,2.9191554603347125,0.041390742850739785,0.04744123,0.009614144795619282,0.01566088,0.0,0.0,1.0738797274799232e-08,5.785928403057028e-09,train,valid
109,-0.004555908386661886,-0.002277954193330943,3.0045246952442852,0.011528512262539922,0.01321429,0.002334617500419858,0.00359235,0.0,0.0,1.0286531034174285e-08,2.8944688867937884e-09,train,train
110,-0.014550124280194142,-0.007275062140097071,2.7629505067706486,0.04452103011910663,0.06033362,0.014944284421657109,0.02284109,0.0,0.0,1.2299107152146893e-08,2.937227350230387e-09,train,train
111,-0.011529187863888214,-0.005764593931944107,2.6197201815565627,0.03405864912932005,0.04671192,0.012066056655455005,0.0208279,0.0,0.0,8.877268540569356e-09,4.443418299970858e-09,train,test_ood_short_range
112,-0.013685073912459465,-0.006842536956229732,2.633338920786454,0.041801991795483065,0.05854338,0.015492853956344949,0.02718056,0.0,0.0,1.3656458558432742e-08,2.2934090182502587e-09,train,train
113,-0.00789171167545568,-0.00394585583772784,3.0629234289976672,0.02178966374556906,0.02358029,0.0072899513409612916,0.01062932,0.0,0.0,1.5327294211065433e-08,1.976993013741435e-09,valid,train
114,-0.00400876015932761,-0.002004380079663805,3.239407631188704,0.010012935232922463,0.01104886,0.0011525823475353075,0.00228337,0.0,0.0,1.4062400270342351e-08,2.2553966472216302e-09,valid,train
115,-0.0039060330665815,-0.00195301653329075,3.143093030674256,0.009587325881958257,0.01069795,0.0025417482695413935,0.00433579,0.0,0.0,1.7113292789680955e-08,3.5476716009341658e-09,train,valid
116,-0.0017406983427790544,-0.0008703491713895272,3.3765165796558114,0.0036935710186349474,0.00409741,0.0006670927107481639,0.00109328,0.0,0.0,1.8919177459032528e-08,3.3925681153235132e-09,train,train
117,-0.033191728161619756,-0.016595864080809878,2.801773265963764,0.11547292693359151,0.16631002,0.03298658061442335,0.05311275,0.0,0.0,2.157987248254218e-08,3.0525335592557212e-09,train,unused
118,-0.005616932034459068,-0.002808466017229534,2.9088991272106277,0.014550530046401519,0.01754061,0.003790550268296588,0.00607183,0.0,0.0,9.492007515685691e-09,1.2729339804451456e-09,train,train
119,-0.03201716217087601,-0.016008581085438005,2.9016816824840164,0.1095114877675041,0.12504401,0.026299980987035267,0.03734343,0.0,0.0,1.185702328017999e-08,1.3769219098236363e-09,train,valid
120,-0.025288715925517714,-0.012644357962758857,2.674916197863623,0.08449443475664063,0.10298782,0.014592801797461651,0.02399079,0.0,0.0,1.1769293507789105e-08,1.720859676979103e-09,test,train
121,-0.004376687372266323,-0.0021883436861331613,2.8931630315396846,0.01089156929255223,0.012636,0.0023037557660264252,0.00357101,0.0,0.0,1.879625986589978e-08,2.581610147878166e-09,train,train
122,-0.003897555512436992,-0.001948777756218496,3.2406842051292255,0.009685420416311312,0.01109836,0.0017916321265073736,0.00306998,0.0,0.0,2.856872432098607e-08,3.088285516206213e-09,test,valid
123,-0.013738987368761184,-0.006869493684380592,2.94876024124379,0.0428577869603969,0.06132413,0.020250659363539255,0.0288325,0.0,0.0,2.3294156836895326e-08,4.536372166796809e-09,test,train
124,-0.0064702995742870265,-0.0032351497871435132,2.8777567436759335,0.017386008859513063,0.01994958,0.0019921221144548343,0.00327397,0.0,0.0,1.625215351562057e-08,1.869318255742769e-09,valid,train
125,-0.034802397986255326,-0.017401198993127663,2.488120854526234,0.12283658912626251,0.14585217,0.02914377444929706,0.0483285,0.0,0.0,9.355605562554777e-09,2.0504752340499977e-09,valid,test_ood_short_range
126,-0.022336886175662242,-0.011168443087831121,2.6695909349718283,0.07363155886523341,0.08376131,0.017431671916589068,0.02410354,0.0,0.0,6.564281798425427e-09,3.6112600687587815e-09,test,train
127,-0.016162401902447554,-0.008081200951223777,2.4083233291013255,0.04966607542566958,0.0620243,0.013267198405555838,0.02273416,0.0,0.0,4.564694388909244e-09,1.809584260215047e-09,train,test_ood_short_range
128,-0.010769521628557792,-0.005384760814278896,2.883121079335361,0.030880392192311396,0.03356138,0.006848716519880446,0.01024229,0.0,0.0,1.2982035104787832e-08,5.086411958288295e-09,train,train
129,-0.004081198681201807,-0.0020405993406009035,3.259601685367509,0.0103086805527413,0.01384933,0.004791995751429322,0.00707835,0.0,0.0,1.3428121881261064e-08,3.735536879823087e-09,train,train
130,-0.016254390816859077,-0.008127195408429539,2.839488358916927,0.05094670199670894,0.06511144,0.00825142404636416,0.0152984,0.0,0.0,1.3818056827341664e-08,5.744220654690935e-09,train,train
131,-0.02741588608794742,-0.01370794304397371,2.7452480383758697,0.0927975376888121,0.09752021,0.03028032902092435,0.05033321,0.0,0.0,6.459620632764091e-09,4.040621393031074e-09,train,valid
132,-0.004674366173379367,-0.0023371830866896837,3.1387439427179915,0.011865804328252117,0.01209053,0.003367481220838507,0.00520099,0.0,0.0,4.569052724238304e-09,3.777957169326385e-09,train,train
133,-0.012440275032240858,-0.006220137516120429,2.994521916003128,0.036979119440236366,0.04405481,0.008822519899130294,0.01572702,0.0,0.0,5.150114872706758e-09,2.3674426863351528e-09,train,valid
134,-0.01753599655577257,-0.008767998277886284,2.676975567443163,0.05612930176967374,0.06516951,0.01889415961670343,0.02505405,0.0,0.0,9.076963878372937e-09,4.750849269541391e-09,test,train
135,-0.004907875804661687,-0.0024539379023308435,3.342253620809302,0.012699020813562752,0.01435249,0.0048690587161329246,0.00775326,0.0,0.0,9.79978163343029e-09,2.2564200508057297e-09,train,train
136,-0.0056030569081051244,-0.0028015284540525622,2.9886324381082603,0.014722635098800532,0.01815922,0.005111083471434082,0.0089179,0.0,0.0,1.189268066452742e-08,3.5009016796649917e-09,train,train
137,-0.007908923083868808,-0.003954461541934404,2.8029062269722687,0.021608874659332294,0.02381025,0.0009431363902603554,0.00166759,0.0,0.0,5.981618636942702e-09,1.2151459838349865e-09,train,train
138,-0.006920026206117372,-0.003460013103058686,2.795436498250495,0.018743107616757865,0.02486374,0.005564636536136031,0.00991774,0.0,0.0,6.183586062096689e-09,2.1035146957615325e-09,train,train
139,-0.006198358609139471,-0.0030991793045697354,2.932239708910069,0.016578203663188802,0.01768255,0.00436955936206959,0.00679399,0.0,0.0,1.491333152624281e-08,4.176705203917663e-09,train,train
140,-0.010318937749060446,-0.005159468874530223,3.230028674016605,0.030411751934672666,0.04032536,0.013733534153121937,0.02218752,0.0,0.0,2.4067687469492238e-08,2.358893747000934e-09,train,train
141,-0.010010391692795592,-0.005005195846397796,2.528489447386548,0.028375133194016904,0.03044381,0.005269010948482963,0.00704099,0.0,0.0,1.3895014265339709e-08,3.962958738945588e-09,valid,test_ood_short_range
